1;0;2785.00;11.25;1004.00;0.00;0.56
2;0;2173.00;10.90;1734.00;0.00;0.64
3;0;3048.00;11.02;484.00;0.00;0.60
4;0;2827.00;10.90;1881.00;0.00;0.20
5;0;3212.00;10.00;1347.00;0.00;0.56
6;0;2440.00;12.30;1252.00;0.00;0.68
7;0;2122.00;11.60;1707.00;0.00;0.56
8;0;3233.00;10.80;939.00;0.00;0.72
9;0;3143.00;12.72;1461.00;0.00;0.56
10;0;3156.00;11.40;1558.00;0.00;0.56
11;0;2157.00;11.17;1393.00;0.00;0.60
12;0;2469.00;12.80;1696.00;0.00;0.56
13;0;2803.00;10.15;1138.00;0.00;0.40
14;0;3194.00;11.55;1495.00;0.00;0.52
15;0;1824.00;10.85;1411.00;0.00;0.16
16;0;2965.00;10.00;963.00;0.00;0.56
17;0;2199.00;11.25;1850.00;0.00;0.88
18;0;1988.00;10.80;1202.00;0.00;0.64
19;0;2359.00;11.00;1361.00;0.00;0.56
20;0;3297.00;11.20;920.00;0.00;0.56
21;0;2774.00;10.85;590.00;0.00;0.56
22;0;2796.00;10.75;1297.00;0.00;0.52
23;0;2478.00;12.47;1381.00;0.00;0.52
24;0;3103.00;10.82;649.00;0.00;0.56
25;0;2929.00;12.27;1267.00;0.00;0.64
26;0;1842.00;10.57;1452.00;0.00;0.60
27;0;2939.00;10.00;189.00;0.00;0.64
28;0;3013.00;11.75;1583.00;0.00;0.72
29;0;2872.00;11.07;1649.00;0.00;0.84
30;0;2721.00;12.20;208.00;0.00;0.56
31;0;2284.00;12.50;1475.00;0.00;0.60
32;0;3445.00;10.10;408.00;0.00;0.56
33;0;2793.00;10.25;31.00;0.00;0.64
34;0;2875.00;10.97;356.00;0.00;0.60
35;0;2499.00;12.30;1596.00;0.00;0.64
36;0;2603.00;10.77;1411.00;0.00;0.60
37;0;2559.00;10.40;1172.00;0.00;0.52
38;0;2823.00;11.27;544.00;0.00;0.60
39;0;3209.00;11.40;1450.00;0.00;0.56
40;0;2353.00;10.95;1880.00;0.00;0.60
41;0;2793.00;12.27;752.00;0.00;0.64
42;0;3003.00;12.00;1131.00;0.00;0.56
43;0;2789.00;10.70;1720.00;0.00;0.48
44;0;2689.00;12.02;1193.00;0.00;0.56
45;0;2760.00;10.70;998.00;0.00;0.60
46;0;2533.00;12.55;1258.00;0.00;0.68
47;0;2766.00;10.75;1082.00;0.00;0.60
48;0;2440.00;10.00;1920.00;0.00;0.64
49;0;2816.00;12.00;1259.00;0.00;0.60
50;0;3321.00;10.12;875.00;0.00;0.40
51;0;2802.00;11.25;1620.00;0.00;0.56
52;0;2974.00;9.92;528.00;0.00;0.60
53;0;2990.00;11.20;679.00;0.00;0.64
54;0;2506.00;9.70;984.00;0.00;0.56
55;0;2640.00;10.35;988.00;0.00;0.60
56;0;3116.00;10.40;453.00;0.00;0.60
57;0;3417.00;9.90;1023.00;0.00;0.60
58;0;2264.00;12.22;1846.00;0.00;0.60
59;0;2973.00;10.10;131.00;0.00;0.56
60;0;1917.00;11.00;1550.00;0.00;0.16
61;0;3382.00;10.10;977.00;0.00;0.56
62;0;2615.00;11.17;1303.00;0.00;0.68
63;0;3017.00;12.80;1613.00;0.00;0.68
64;0;2399.00;11.90;1405.00;0.00;0.60
65;0;2507.00;11.15;1516.00;0.00;0.56
66;0;2729.00;10.30;1154.00;0.00;0.64
67;0;2710.00;11.10;373.00;0.00;0.52
68;0;2057.00;10.37;1416.00;0.00;0.40
69;0;2292.00;11.35;1729.00;0.00;0.60
70;0;3111.00;10.20;1749.00;0.00;0.60
71;0;2610.00;9.90;876.00;0.00;0.56
72;0;3323.00;11.35;1406.00;0.00;0.48
73;0;3098.00;9.95;332.00;0.00;0.68
74;0;3301.00;11.20;1242.00;0.00;0.52
75;0;2534.00;10.60;1845.00;0.00;0.40
76;0;2820.00;10.02;482.00;0.00;0.52
77;0;3006.00;12.87;1639.00;0.00;0.76
78;0;2658.00;9.95;1028.00;0.00;0.72
79;0;3413.00;9.97;1166.00;0.00;0.56
80;0;3252.00;10.55;1138.00;0.00;0.60
81;0;2988.00;9.80;618.00;0.00;0.68
82;0;3157.00;10.80;510.00;0.00;0.60
83;0;2438.00;12.02;1318.00;0.00;0.60
84;0;2703.00;10.30;59.00;0.00;0.64
85;0;2378.00;12.40;1515.00;0.00;0.68
86;0;2691.00;11.57;222.00;0.00;0.64
87;0;3267.00;10.00;1430.00;0.00;0.76
88;0;2178.00;11.95;1691.00;0.00;0.56
89;0;1895.00;11.20;1432.00;0.00;0.60
90;0;2027.00;11.05;1334.00;0.00;0.64
91;0;2613.00;10.60;631.00;0.00;0.64
92;0;2147.00;9.80;1870.00;0.00;0.60
93;0;3048.00;10.02;675.00;0.00;0.52
94;0;2090.00;9.95;1209.00;0.00;0.56
95;0;3044.00;12.67;1596.00;0.00;0.64
96;0;2801.00;13.10;1570.00;0.00;0.56
97;0;2659.00;12.65;1655.00;0.00;0.64
98;0;2489.00;9.92;1142.00;0.00;0.56
99;0;2649.00;11.10;1559.00;0.00;0.60
100;0;2377.00;12.05;1637.00;0.00;0.48
101;0;2745.00;10.82;139.00;0.00;0.56
102;0;3043.00;11.10;1716.00;0.00;0.52
103;0;3135.00;10.85;1555.00;0.00;0.52
104;0;3225.00;9.70;1065.00;0.00;0.60
