0;0;0;0;land;false;unknown;0
1;252;127;177;land;false;desert;1
2;235;80;188;land;false;desert;1
3;223;161;189;land;false;desert;1
4;132;240;201;land;false;desert;1
5;170;143;188;land;false;desert;1
6;191;218;163;land;false;desert;1
7;144;158;233;land;false;desert;1
8;221;126;227;land;false;desert;1
9;117;225;196;land;false;desert;1
10;173;90;239;land;false;plains;1
11;231;193;126;land;false;semidesert;1
12;238;172;136;land;false;forest;1
13;64;241;220;land;false;forest;1
14;118;193;207;land;false;desert;1
15;199;244;206;land;false;desert;1
16;202;168;175;land;false;desert;1
17;147;199;206;land;false;desert;1
18;245;195;172;land;false;jungle;1
19;222;96;194;land;false;semidesert;1
20;215;248;155;land;false;desert;1
21;213;148;155;land;false;desert;1
22;185;175;241;land;false;semidesert;1
23;88;214;215;land;false;semidesert;1
24;238;172;223;land;false;desert;1
25;185;176;236;land;false;forest;1
26;184;90;250;land;false;semidesert;1
27;211;232;221;land;false;desert;1
28;120;143;249;land;false;desert;1
29;189;238;178;land;false;desert;1
30;163;166;200;land;false;desert;1
31;164;197;164;land;false;desert;1
32;249;244;234;land;true;desert;1
33;252;105;254;land;true;desert;1
34;227;206;163;land;false;desert;1
35;235;113;211;land;false;desert;1
36;215;178;239;land;false;desert;1
37;216;182;205;land;false;forest;1
38;173;183;228;land;false;desert;1
39;244;185;160;land;false;desert;1
40;175;150;254;land;false;desert;1
41;227;165;110;land;false;desert;1
42;217;152;224;land;false;desert;1
43;61;229;244;land;false;desert;1
44;78;195;229;land;false;forest;1
45;84;238;205;land;false;desert;1
46;174;248;127;land;false;desert;1
47;190;249;146;land;false;desert;1
48;160;180;227;land;false;desert;1
49;162;143;202;land;false;plains;1
50;237;215;246;land;true;desert;1
51;76;228;244;land;false;desert;1
52;212;142;195;land;false;desert;1
53;230;167;152;land;false;desert;1
54;169;234;126;land;true;desert;1
55;237;99;215;land;false;desert;1
56;208;225;214;land;false;desert;1
57;130;164;253;land;true;desert;1
58;194;128;242;land;false;desert;1
59;186;158;236;land;false;desert;1
60;230;214;241;land;false;desert;1
61;156;155;249;land;true;desert;1
62;209;194;163;land;false;desert;1
63;229;170;132;land;false;desert;1
64;144;186;225;land;false;semidesert;1
65;234;145;230;land;false;desert;1
66;188;239;180;land;false;forest;1
67;190;172;210;land;false;plains;1
68;240;233;228;land;false;semidesert;1
69;186;143;194;land;false;desert;1
70;194;176;189;land;false;desert;1
71;168;234;254;land;false;desert;1
72;207;106;220;land;false;desert;1
73;184;183;246;land;false;desert;1
74;238;221;115;land;false;desert;1
75;129;237;221;land;false;desert;1
76;224;154;171;land;false;desert;1
77;214;77;236;land;false;desert;1
78;251;243;109;land;false;desert;1
79;221;105;243;land;false;desert;1
80;194;234;249;land;false;desert;1
81;213;248;114;land;false;desert;1
82;206;143;206;land;false;desert;1
83;211;118;236;land;false;desert;1
84;219;194;245;land;false;desert;1
85;197;188;187;land;false;desert;1
86;187;215;253;land;false;desert;1
87;244;249;41;land;false;desert;1
88;170;116;226;land;false;desert;1
89;188;235;221;land;false;semidesert;1
90;7;254;240;land;false;forest;1
91;107;148;251;land;false;desert;1
92;245;210;229;land;false;desert;1
93;167;239;223;land;false;desert;1
94;209;137;206;land;false;forest;1
95;174;130;223;land;false;desert;1
96;208;180;212;land;false;desert;1
97;199;154;206;land;false;desert;1
98;247;73;195;land;true;jungle;1
99;167;152;240;land;false;desert;1
100;121;237;192;land;false;desert;1
101;238;111;167;land;false;desert;1
102;92;234;239;land;false;desert;1
103;196;123;199;land;false;desert;1
104;178;184;252;land;false;desert;1
105;169;222;157;land;false;forest;1
106;233;156;189;land;false;desert;1
107;137;222;250;land;false;forest;1
108;219;126;252;land;false;desert;1
109;71;203;228;land;false;desert;1
110;192;167;184;land;false;plains;1
111;157;209;207;land;false;desert;1
112;197;127;206;land;false;desert;1
113;178;182;206;land;true;desert;1
114;143;253;131;land;true;desert;1
115;152;225;139;land;false;desert;1
116;193;151;162;land;false;desert;1
117;170;150;194;land;false;desert;1
118;170;147;224;land;false;desert;1
119;126;235;242;land;false;desert;1
120;251;225;86;land;false;desert;1
121;201;248;224;land;false;desert;1
122;181;182;204;land;false;desert;1
123;185;240;199;land;false;desert;1
124;246;216;159;land;false;desert;1
125;241;96;227;land;false;desert;1
126;167;191;209;land;false;desert;1
127;105;188;239;land;false;desert;1
128;119;237;169;land;true;desert;1
129;254;200;112;land;false;desert;1
130;193;219;213;land;false;desert;1
131;135;209;169;land;false;desert;1
132;155;206;170;land;true;semidesert;1
133;253;189;173;land;false;desert;1
134;230;164;118;land;false;desert;1
135;224;181;246;land;false;plains;1
136;141;225;209;land;false;semidesert;1
137;185;233;243;land;false;desert;1
138;87;252;200;land;false;desert;1
139;143;165;241;land;false;desert;1
140;73;235;223;land;true;desert;1
141;153;181;180;land;false;desert;1
142;185;207;211;land;true;urban;1
143;209;233;251;land;false;desert;1
144;155;233;163;land;false;semidesert;1
145;216;214;73;land;false;desert;1
146;233;218;75;land;false;desert;1
147;201;110;203;land;true;desert;1
148;253;111;208;land;false;forest;1
149;187;181;142;land;false;desert;1
150;124;235;208;land;false;desert;1
151;199;224;134;land;false;desert;1
152;61;252;254;land;false;desert;1
153;178;161;238;land;false;desert;1
154;94;199;239;land;false;desert;1
155;246;132;182;land;false;desert;1
156;201;96;229;land;false;desert;1
157;133;196;236;land;false;desert;1
158;211;115;221;land;false;desert;1
159;247;176;229;land;false;desert;1
160;145;127;250;land;false;desert;1
161;237;239;125;land;false;desert;1
162;239;110;205;land;false;desert;1
163;185;99;231;land;false;desert;1
164;235;238;185;land;false;desert;1
165;126;223;187;land;false;desert;1
166;185;239;236;land;false;forest;1
167;175;157;187;land;false;desert;1
168;139;236;180;land;false;plains;1
169;147;208;222;land;false;desert;1
170;217;184;196;land;false;desert;1
171;219;103;229;land;false;desert;1
172;77;214;250;land;false;desert;1
173;249;137;168;land;false;desert;1
174;104;150;249;land;false;desert;1
175;233;215;128;land;true;desert;1
176;240;49;244;land;false;desert;1
177;227;131;215;land;false;desert;1
178;209;222;128;land;false;desert;1
179;219;212;164;land;false;desert;1
180;232;195;100;land;false;desert;1
181;193;115;253;land;true;desert;1
182;213;237;215;land;false;plains;1
183;193;251;109;land;false;desert;1
184;139;185;242;land;false;desert;1
185;226;118;174;land;false;desert;1
186;240;218;223;land;false;desert;1
187;217;135;251;land;false;desert;1
188;237;216;92;land;false;desert;1
189;250;209;124;land;false;semidesert;1
190;250;110;186;land;false;forest;1
191;196;211;237;land;false;forest;1
192;243;180;130;land;false;desert;1
193;203;230;222;land;false;desert;1
194;160;243;217;land;true;desert;1
195;180;233;127;land;true;jungle;1
196;201;186;224;land;false;desert;1
197;177;152;249;land;false;desert;1
198;241;185;221;land;false;desert;1
199;203;91;211;land;false;desert;1
200;225;128;177;land;false;plains;1
201;238;82;194;land;false;desert;1
202;55;241;253;land;false;desert;1
203;215;193;187;land;false;desert;1
204;230;207;187;land;false;desert;1
205;222;212;187;land;true;desert;1
206;123;238;141;land;false;forest;1
207;206;198;107;land;false;desert;1
208;247;188;92;land;false;desert;1
209;228;187;219;land;false;desert;1
210;223;236;252;land;false;forest;1
211;220;196;221;land;false;desert;1
212;250;103;223;land;false;desert;1
213;252;159;105;land;false;desert;1
214;232;206;150;land;false;jungle;1
215;225;138;146;land;false;desert;1
216;216;244;235;land;false;desert;1
217;133;250;127;land;false;desert;1
218;253;1;252;land;false;desert;1
219;208;207;178;land;false;desert;1
220;210;230;102;land;false;jungle;1
221;156;147;200;land;false;desert;1
222;242;136;148;land;true;desert;1
223;238;238;27;land;false;desert;1
224;231;251;101;land;false;desert;1
225;186;189;140;land;false;desert;1
226;193;176;240;land;false;desert;1
227;107;238;219;land;false;forest;1
228;164;196;188;land;false;desert;1
229;231;153;198;land;false;desert;1
230;223;252;240;land;false;desert;1
231;171;242;109;land;false;desert;1
